secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,ss_flag,root,suffix,ticker,index_flag,issuer,div_convention,exercise_style,am_set_flag
121812,20130814,GOOG 130817C660000,1,20130817,20130813,C,660000,208.3,210.5,0,1,,,,,,101068326,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C665000,1,20130817,20130624,C,665000,203.5,205.6,0,12,,,,,,101068327,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C670000,1,20130817,,C,670000,198.3,200.6,0,0,,,,,,101068328,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C675000,1,20130817,,C,675000,193.3,195.6,0,0,,,,,,101068329,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C680000,1,20130817,20130620,C,680000,188.3,190.6,0,1,,,,,,101068330,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C685000,1,20130817,,C,685000,183.3,185.6,0,0,,,,,,101068331,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C690000,1,20130817,20130813,C,690000,178.3,180.6,0,3,,,,,,101068332,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C695000,1,20130817,,C,695000,173.3,175.6,0,0,,,,,,101068333,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C700000,1,20130817,20130813,C,700000,168.3,170.6,0,24,,,,,,101068334,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C705000,1,20130817,20130801,C,705000,163.5,165.6,0,8,,,,,,101068335,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C710000,1,20130817,,C,710000,158.5,160.6,0,0,,,,,,101068336,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C715000,1,20130817,,C,715000,153.3,155.6,0,0,,,,,,101068337,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C720000,1,20130817,,C,720000,148.5,150.6,0,0,,,,,,101068338,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C725000,1,20130817,,C,725000,143.3,145.6,0,0,,,,,,101068339,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C730000,1,20130817,,C,730000,138.3,140.6,0,0,,,,,,101068340,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C735000,1,20130817,,C,735000,133.3,135.6,0,0,,,,,,101068341,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C740000,1,20130817,,C,740000,128.3,130.6,0,0,,,,,,101068342,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C745000,1,20130817,20130719,C,745000,123.3,125.6,0,2,,,,,,101068343,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C750000,1,20130817,20130813,C,750000,118.3,120.6,0,24,,,,,,101039779,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C755000,1,20130817,20130606,C,755000,113.5,115.6,0,2,,,,,,101068344,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C760000,1,20130817,20130812,C,760000,108.3,110.6,0,7,,,,,,101039780,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C765000,1,20130817,20130814,C,765000,103.5,105.6,1,4,,,,,,101068345,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C770000,1,20130817,20130814,C,770000,98.3,100.6,1,10,,,,,,101039781,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C775000,1,20130817,20130805,C,775000,93.3,95.6,0,3,,,,,,101068346,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C780000,1,20130817,20130813,C,780000,88.3,90.6,0,32,,,,,,101039782,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C785000,1,20130817,20130812,C,785000,83.3,85.6,0,1,,,,,,101068347,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C790000,1,20130817,20130807,C,790000,78.9,80.5,0,3,,,,,,101039783,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C795000,1,20130817,20130725,C,795000,74,75.5,0,14,,,,,,101068348,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C800000,1,20130817,20130814,C,800000,69,70.5,14,56,,,,,,101039784,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C805000,1,20130817,20130621,C,805000,64,65.6,0,3,,,,,,101068349,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C810000,1,20130817,20130813,C,810000,59,60.7,0,70,0.369771,0.995573,0.000546,0.836962,-29.44568,101039785,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C815000,1,20130817,20130719,C,815000,54,55.6,0,7,,,,,,101068350,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C820000,1,20130817,20130812,C,820000,48.5,50.7,0,79,,,,,,101039786,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C825000,1,20130817,20130813,C,825000,44,45.8,0,105,0.317039,0.988293,0.001499,1.975162,-58.24701,101068351,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C830000,1,20130817,20130814,C,830000,39.1,40.9,16,100,0.320566,0.976537,0.002687,3.563329,-105.6949,101039787,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C835000,1,20130817,20130814,C,835000,34,36,148,219,0.285629,0.974003,0.003287,3.887923,-102.6722,101068352,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C840000,1,20130817,20130814,C,840000,29.3,31.3,5,74,0.301431,0.94231,0.005955,7.425157,-205.8703,101039788,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C845000,1,20130817,20130814,C,845000,24.4,26.3,1,75,0.266427,0.93024,0.00781,8.629962,-210.9005,101068353,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C850000,1,20130817,20130814,C,850000,19.6,20.9,71,281,0.212968,0.929195,0.009882,8.729477,-170.7496,101039789,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C855000,1,20130817,20130814,C,855000,15,16.6,136,180,0.215185,0.861348,0.015961,14.23925,-280.6959,101068354,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C860000,1,20130817,20130814,C,860000,11,11.6,487,292,0.192085,0.789609,0.023325,18.56666,-326.5791,101039790,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C865000,1,20130817,20130814,C,865000,7.3,7.8,676,277,0.185759,0.659289,0.030649,23.60937,-400.9579,101068355,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C870000,1,20130817,20130814,C,870000,4.5,4.8,8908,711,0.184535,0.496589,0.033564,25.68741,-432.9997,101039791,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C875000,1,20130817,20130814,C,875000,2.6,2.75,2878,467,0.187489,0.336922,0.030236,23.51394,-402.54,101068356,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C880000,1,20130817,20130814,C,880000,1.35,1.5,3147,1464,0.19088,0.207156,0.023259,18.40789,-320.8448,101039792,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C885000,1,20130817,20130814,C,885000,0.7,0.85,4499,2637,0.199886,0.122655,0.015786,13.06077,-238.7746,101068357,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C890000,1,20130817,20130814,C,890000,0.4,0.45,3986,3417,0.210168,0.07123,0.01006,8.768615,-168.1927,101039793,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C895000,1,20130817,20130814,C,895000,0.2,0.3,2057,1884,0.223331,0.042864,0.006342,5.87146,-119.7188,101068358,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C900000,1,20130817,20130814,C,900000,0.2,0.25,1622,4785,0.253193,0.035071,0.004751,4.988935,-115.2645,101039794,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C905000,1,20130817,20130814,C,905000,0.1,0.2,707,3600,0.268024,0.023346,0.003201,3.549678,-87.00499,101068359,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C910000,1,20130817,20130814,C,910000,0.1,0.15,718,3632,0.290963,0.01846,0.002417,2.918606,-77.42291,101039795,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C915000,1,20130817,20130814,C,915000,0.05,0.15,454,2057,0.310827,0.014256,0.001813,2.337182,-66.28978,101068360,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C920000,1,20130817,20130814,C,920000,0,0.05,530,3619,0.287705,0.004345,0.00069,0.824281,-21.5981,101039796,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C925000,1,20130817,20130814,C,925000,0,0.05,211,1981,0.31239,0.004031,0.000594,0.771735,-21.93144,101068361,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C930000,1,20130817,20130814,C,930000,0,0.05,326,4494,0.336748,0.003765,0.000518,0.726144,-22.24169,101039797,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C935000,1,20130817,20130814,C,935000,0,0.05,266,1073,0.360801,0.003536,0.000457,0.685767,-22.52183,101068362,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C940000,1,20130817,20130814,C,940000,0,0.05,272,6667,0.384563,0.003336,0.000407,0.6501,-22.78588,101039798,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C945000,1,20130817,20130814,C,945000,0,0.05,114,1225,0.408052,0.003161,0.000366,0.618466,-23.03238,101068363,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C950000,1,20130817,20130814,C,950000,0,0.05,157,4293,0.431281,0.003005,0.000331,0.59038,-23.2633,101039799,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C955000,1,20130817,20130814,C,955000,0,0.05,5,870,0.454264,0.002867,0.000301,0.565392,-23.48075,101068364,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C960000,1,20130817,20130814,C,960000,0,0.05,218,1225,0.477012,0.002742,0.000275,0.543102,-23.68841,101039800,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C965000,1,20130817,20130814,C,965000,0,0.05,15,538,0.499536,0.002629,0.000253,0.522997,-23.88259,101068365,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C970000,1,20130817,20130814,C,970000,0,0.05,76,1947,0.521846,0.002526,0.000234,0.504705,-24.06356,101039801,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C975000,1,20130817,20130814,C,975000,0,0.05,1,568,,,,,,101068366,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C980000,1,20130817,20130814,C,980000,0,0.05,100,886,,,,,,101039802,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C985000,1,20130817,20130813,C,985000,0,0.05,0,205,,,,,,101068367,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C990000,1,20130817,20130813,C,990000,0,0.05,0,561,,,,,,101039803,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817C995000,1,20130817,20130806,C,995000,0,0.05,0,251,,,,,,101068368,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817P1000000,1,20130817,20130801,P,1000000,129.5,131.5,0,6,0.867112,-0.983919,0.000723,2.590303,-204.0256,101039804,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817P1005000,1,20130817,,P,1005000,134.4,136.5,0,0,0.87254,-0.986313,0.000626,2.259568,-178.6366,101123181,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817P1010000,1,20130817,20130710,P,1010000,139.5,141.5,0,4,0.919482,-0.984725,0.000652,2.479375,-207.023,101039805,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817P1015000,1,20130817,20130805,P,1015000,144.5,146.5,0,0,0.945315,-0.985092,0.000621,2.428528,-208.4468,101123182,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817P1020000,1,20130817,20130725,P,1020000,149.5,151.5,0,0,0.970922,-0.985437,0.000593,2.381048,-209.8253,101039806,1,0,,,GOOGL,0,GOOGLE INC,,A,0
121812,20130814,GOOG 130817P1025000,1,20130817,,P,1025000,154.5,156.5,0,0,0.996309,-0.985763,0.000566,2.336622,-211.1624,101123183,1,0,,,GOOGL,0,GOOGLE INC,,A,0
